full_name,make,msrp_high,msrp_low,vehicle_model,year 
2005 Land Rover Freelander,Land,27495.0,27495.0,Freelander,2005
2005 Land Rover LR3,Land,49995.0,38950.0,LR3,2005
2005 Land Rover Range Rover,Land,73750.0,73750.0,Range Rover,2005
2005 Lexus ES 330,Lexus,32825.0,32825.0,ES 330,2005
2005 Lexus GS 300,Lexus,39525.0,39525.0,GS 300,2005
2005 Lexus GS 430,Lexus,48625.0,48625.0,GS 430,2005
2005 Lexus GX 470,Lexus,46875.0,46875.0,GX 470,2005
2005 Lexus IS 300,Lexus,31650.0,30280.0,IS 300,2005
2005 Lexus LS 430,Lexus,56875.0,56875.0,LS 430,2005
2005 Lexus LX 470,Lexus,65875.0,65875.0,LX 470,2005
2005 Lexus RX 330,Lexus,38075.0,36675.0,RX 330,2005
2005 Lexus SC 430,Lexus,64225.0,64225.0,SC 430,2005
2005 Lincoln Aviator,Lincoln,44350.0,41400.0,Aviator,2005
2005 Lincoln LS,Lincoln,44250.0,33300.0,LS,2005
2005 Lincoln Navigator,Lincoln,57795.0,51145.0,Navigator,2005
2005 Lincoln Town Car,Lincoln,51345.0,42875.0,Town Car,2005
2005 Mazda B-Series 2WD Truck,Mazda,21870.0,15935.0,B-Series 2WD Truck,2005
2005 Mazda B-Series 4WD Truck,Mazda,26765.0,22220.0,B-Series 4WD Truck,2005
2005 Mazda Mazda3,Mazda,19245.0,14240.0,Mazda3,2005
2005 Mazda Mazda6,Mazda,27555.0,19555.0,Mazda6,2005
2005 Mazda MPV,Mazda,29065.0,22665.0,MPV,2005
2005 Mazda MX-5 Miata,Mazda,27140.0,22658.0,MX-5 Miata,2005
2005 Mazda RX-8,Mazda,33030.0,25935.0,RX-8,2005
2005 Mazda Tribute,Mazda,25190.0,20355.0,Tribute,2005
2005 Mercedes-Benz C-Class,Mercedes-Benz,54620.0,26570.0,C-Class,2005
2005 Mercedes-Benz CL-Class,Mercedes-Benz,179820.0,95720.0,CL-Class,2005
2005 Mercedes-Benz CLK-Class,Mercedes-Benz,82720.0,46720.0,CLK-Class,2005
2005 Mercedes-Benz E-Class,Mercedes-Benz,83320.0,49220.0,E-Class,2005
2005 Mercedes-Benz G-Class,Mercedes-Benz,102120.0,79620.0,G-Class,2005
2005 Mercedes-Benz M-Class,Mercedes-Benz,47120.0,38670.0,M-Class,2005
2005 Mercedes-Benz S-Class,Mercedes-Benz,125470.0,76020.0,S-Class,2005
2005 Mercedes-Benz SL-Class,Mercedes-Benz,182820.0,92020.0,SL-Class,2005
2005 Mercedes-Benz SLK-Class,Mercedes-Benz,61220.0,46970.0,SLK-Class,2005
2005 Mercedes-Benz SLR McLaren,Mercedes-Benz,452750.0,452750.0,SLR McLaren,2005
2005 Mitsubishi Eclipse,Mitsubishi,31544.0,20294.0,Eclipse,2005
2005 Mitsubishi Endeavor,Mitsubishi,34094.0,26294.0,Endeavor,2005
2005 Mitsubishi Galant,Mitsubishi,27094.0,19594.0,Galant,2005
2005 Mitsubishi Lancer,Mitsubishi,35294.0,14874.0,Lancer,2005
2005 Mitsubishi Montero,Mitsubishi,36424.0,36424.0,Montero,2005
2005 Mitsubishi Outlander,Mitsubishi,26074.0,18594.0,Outlander,2005
2005 Nissan 350Z,Nissan,39880.0,27380.0,350Z,2005
2005 Nissan Altima,Nissan,29930.0,18030.0,Altima,2005
2005 Nissan Armada,Nissan,42570.0,34670.0,Armada,2005
2005 Nissan Frontier 2WD,Nissan,24730.0,16180.0,Frontier 2WD,2005
2005 Nissan Frontier 4WD,Nissan,27430.0,21780.0,Frontier 4WD,2005
2005 Nissan Maxima,Nissan,30330.0,28080.0,Maxima,2005
2005 Nissan Murano,Nissan,31780.0,27730.0,Murano,2005
2005 Nissan Pathfinder,Nissan,35580.0,25480.0,Pathfinder,2005
2005 Nissan Quest,Nissan,33180.0,24280.0,Quest,2005
2005 Nissan Sentra,Nissan,18580.0,13480.0,Sentra,2005
2005 Nissan Titan,Nissan,36070.0,23620.0,Titan,2005
2005 Nissan Xterra,Nissan,27930.0,21430.0,Xterra,2005
2005 Panoz Esperante,Panoz,129819.0,93756.0,Esperante,2005
2005 Pontiac Aztek,Pontiac,25130.0,22215.0,Aztek,2005
2005 Pontiac Bonneville,Pontiac,36310.0,28690.0,Bonneville,2005
2005 Pontiac G6,Pontiac,23925.0,21300.0,G6,2005
2005 Pontiac Grand Am,Pontiac,24375.0,20715.0,Grand Am,2005
2005 Pontiac Grand Prix,Pontiac,29995.0,23720.0,Grand Prix,2005
2005 Pontiac GTO,Pontiac,32995.0,32995.0,GTO,2005
2005 Pontiac Montana,Pontiac,31135.0,26755.0,Montana,2005
2005 Pontiac Montana SV6,Pontiac,30925.0,25235.0,Montana SV6,2005
2005 Pontiac Sunfire,Pontiac,15770.0,11460.0,Sunfire,2005
2005 Pontiac Vibe,Pontiac,21015.0,17690.0,Vibe,2005
2005 Porsche 911,Porsche,192495.0,70095.0,911,2005
2005 Porsche Boxster,Porsche,53895.0,44595.0,Boxster,2005
2005 Porsche Cayenne,Porsche,90115.0,41915.0,Cayenne,2005
2005 Scion tC,Scion,17315.0,16515.0,tC,2005
2005 Scion xA,Scion,13845.0,13045.0,xA,2005
2005 Scion xB,Scion,15045.0,14245.0,xB,2005
2005 Subaru Baja,Subaru,27820.0,22920.0,Baja,2005
2005 Subaru Forester,Subaru,28920.0,22020.0,Forester,2005
2005 Subaru Impreza Sedan,Subaru,33020.0,18820.0,Impreza Sedan,2005
2005 Subaru Impreza Wagon,Subaru,26120.0,18820.0,Impreza Wagon,2005
2005 Subaru Legacy Sedan,Subaru,31820.0,22020.0,Legacy Sedan,2005
2005 Subaru Legacy Wagon,Subaru,34220.0,23020.0,Legacy Wagon,2005
2005 Toyota 4Runner,Toyota,38360.0,28360.0,4Runner,2005
2005 Toyota Avalon,Toyota,34080.0,26890.0,Avalon,2005
2005 Toyota Camry,Toyota,26095.0,18735.0,Camry,2005
2005 Toyota Camry Solara,Toyota,30290.0,19860.0,Camry Solara,2005
2005 Toyota Celica,Toyota,23575.0,18210.0,Celica,2005
2005 Toyota Corolla,Toyota,18095.0,14320.0,Corolla,2005
2005 Toyota Echo,Toyota,12325.0,10995.0,Echo,2005
2005 Toyota Highlander,Toyota,32145.0,24845.0,Highlander,2005
2005 Toyota Land Cruiser,Toyota,55890.0,55890.0,Land Cruiser,2005
2005 Toyota Matrix,Toyota,19390.0,15400.0,Matrix,2005
2005 Toyota MR2 Spyder,Toyota,26685.0,25685.0,MR2 Spyder,2005
2005 Toyota Prius,Toyota,21815.0,21815.0,Prius,2005
2005 Toyota RAV4,Toyota,22065.0,19615.0,RAV4,2005
2005 Toyota Sequoia,Toyota,45625.0,33135.0,Sequoia,2005
2005 Toyota Sienna,Toyota,38260.0,23585.0,Sienna,2005
2005 Toyota Tacoma,Toyota,25815.0,13980.0,Tacoma,2005
2005 Toyota Tundra,Toyota,33740.0,16620.0,Tundra,2005
2005 Volkswagen Golf,Volkswagen,21270.0,16445.0,Golf,2005
2005 Volkswagen GTI,Volkswagen,22945.0,20125.0,GTI,2005
2005 Volkswagen Jetta Sedan,Volkswagen,25660.0,18295.0,Jetta Sedan,2005
2005 Volkswagen Jetta Sedan A5,Volkswagen,23075.0,18515.0,Jetta Sedan A5,2005
2005 Volkswagen Jetta Wagon,Volkswagen,23890.0,19295.0,Jetta Wagon,2005
2005 Volkswagen New Beetle Convertible,Volkswagen,27140.0,21905.0,New Beetle Convertible,2005
2005 Volkswagen New Beetle Coupe,Volkswagen,22630.0,17185.0,New Beetle Coupe,2005
2005 Volkswagen Passat Sedan,Volkswagen,33230.0,22685.0,Passat Sedan,2005
2005 Volkswagen Passat Wagon,Volkswagen,34230.0,23685.0,Passat Wagon,2005
2005 Volkswagen Phaeton,Volkswagen,96755.0,67605.0,Phaeton,2005
2005 Volkswagen Touareg,Volkswagen,59145.0,37795.0,Touareg,2005
2005 Volvo S40,Volvo,28865.0,24255.0,S40,2005
2005 Volvo S60,Volvo,38430.0,28280.0,S60,2005
2005 Volvo S80,Volvo,49845.0,37060.0,S80,2005
2005 Volvo V50,Volvo,30080.0,26685.0,V50,2005
2005 Volvo V70,Volvo,39950.0,29825.0,V70,2005
2005 Volvo XC70,Volvo,36080.0,36080.0,XC70,2005
2005 Volvo XC90,Volvo,46090.0,35985.0,XC90,2005
2004 Acura MDX,Acura,43245.0,36945.0,MDX,2004
2004 Acura NSX,Acura,89765.0,89765.0,NSX,2004
2004 Acura RL,Acura,46145.0,43800.0,RL,2004
2004 Acura RSX,Acura,23865.0,20570.0,RSX,2004
2004 Acura TL,Acura,35395.0,33195.0,TL,2004
2004 Acura TSX,Acura,29035.0,27035.0,TSX,2004
2004 Aston Martin Vanquish,Aston,235610.0,235610.0,Vanquish,2004
2004 BMW 3 Series,BMW,56295.0,28795.0,3 Series,2004
2004 BMW 5 Series,BMW,55695.0,40495.0,5 Series,2004
2004 BMW 6 Series,BMW,76995.0,69995.0,6 Series,2004
2004 BMW 7 Series,BMW,117895.0,69995.0,7 Series,2004
2004 BMW X3,BMW,36995.0,30995.0,X3,2004
2004 BMW X5,BMW,70495.0,41495.0,X5,2004
2004 BMW Z4,BMW,41595.0,34295.0,Z4,2004
2004 Buick Century,Buick,22475.0,22475.0,Century,2004
2004 Buick LeSabre,Buick,32810.0,26765.0,LeSabre,2004
2004 Buick Park Avenue,Buick,41220.0,36045.0,Park Avenue,2004
2004 Buick Rainier,Buick,39330.0,36330.0,Rainier,2004
2004 Buick Regal,Buick,29640.0,25190.0,Regal,2004
2004 Buick Rendezvous,Buick,30295.0,27105.0,Rendezvous,2004
2004 Cadillac CTS,Cadillac,31345.0,31345.0,CTS,2004
2004 Cadillac CTS-V,Cadillac,49995.0,49995.0,CTS-V,2004
2004 Cadillac DeVille,Cadillac,51545.0,46395.0,DeVille,2004
2004 Cadillac Escalade,Cadillac,56385.0,53485.0,Escalade,2004
2004 Cadillac Escalade ESV,Cadillac,70155.0,58785.0,Escalade ESV,2004
2004 Cadillac Escalade EXT,Cadillac,53665.0,53665.0,Escalade EXT,2004
2004 Cadillac Seville,Cadillac,46770.0,46770.0,Seville,2004
2004 Cadillac SRX,Cadillac,47290.0,38690.0,SRX,2004
2004 Cadillac XLR,Cadillac,76200.0,76200.0,XLR,2004
2004 Chrysler 300M,Chrysler,33295.0,29865.0,300M,2004
2004 Chrysler Concorde,Chrysler,29755.0,24130.0,Concorde,2004
2004 Chrysler Crossfire,Chrysler,34495.0,34495.0,Crossfire,2004
2004 Chrysler Pacifica,Chrysler,32980.0,29525.0,Pacifica,2004
2004 Chrysler PT Cruiser,Chrysler,26050.0,18080.0,PT Cruiser,2004
2004 Chrysler Sebring,Chrysler,31470.0,19265.0,Sebring,2004
2004 Chrysler Town and Country,Chrysler,40915.0,23520.0,Town and Country,2004
2004 Chevrolet Astro Passenger,Chevrolet,26935.0,24935.0,Astro Passenger,2004
2004 Chevrolet Avalanche,Chevrolet,38870.0,34035.0,Avalanche,2004
2004 Chevrolet Aveo,Chevrolet,12680.0,9995.0,Aveo,2004
2004 Chevrolet Blazer,Chevrolet,27915.0,21740.0,Blazer,2004
2004 Chevrolet Cavalier,Chevrolet,18175.0,10700.0,Cavalier,2004
2004 Chevrolet Classic,Chevrolet,20130.0,20130.0,Classic,2004
2004 Chevrolet Colorado,Chevrolet,28770.0,15680.0,Colorado,2004
2004 Chevrolet Corvette,Chevrolet,52985.0,44635.0,Corvette,2004
2004 Chevrolet Express Passenger,Chevrolet,31079.0,26175.0,Express Passenger,2004
2004 Chevrolet Impala,Chevrolet,28255.0,22395.0,Impala,2004
2004 Chevrolet Malibu,Chevrolet,23895.0,19395.0,Malibu,2004
2004 Chevrolet Malibu Maxx,Chevrolet,24725.0,21725.0,Malibu Maxx,2004
2004 Chevrolet Monte Carlo,Chevrolet,28055.0,22325.0,Monte Carlo,2004
2004 Chevrolet S-10,Chevrolet,25330.0,25330.0,S-10,2004
2004 Chevrolet Silverado 1500,Chevrolet,37565.0,20395.0,Silverado 1500,2004
2004 Chevrolet Silverado 1500 Crew Cab,Chevrolet,38835.0,31325.0,Silverado 1500 Crew Cab,2004
2004 Chevrolet Silverado 2500,Chevrolet,38005.0,24335.0,Silverado 2500,2004
2004 Chevrolet Silverado 2500 Crew Cab,Chevrolet,40035.0,32200.0,Silverado 2500 Crew Cab,2004
2004 Chevrolet Silverado 2500HD,Chevrolet,41275.0,24950.0,Silverado 2500HD,2004
2004 Chevrolet Silverado 3500,Chevrolet,41890.0,29210.0,Silverado 3500,2004
2004 Chevrolet Silverado SS,Chevrolet,40755.0,40755.0,Silverado SS,2004
2004 Chevrolet SSR,Chevrolet,42245.0,42245.0,SSR,2004
2004 Chevrolet Suburban,Chevrolet,42950.0,38450.0,Suburban,2004
2004 Chevrolet Tahoe,Chevrolet,38400.0,35600.0,Tahoe,2004
2004 Chevrolet Tahoe Special Service Veh,Chevrolet,38400.0,35600.0,Tahoe Special Service Veh,2004
2004 Chevrolet Tracker,Chevrolet,23315.0,20465.0,Tracker,2004
2004 Chevrolet TrailBlazer,Chevrolet,34905.0,28205.0,TrailBlazer,2004
2004 Chevrolet Venture,Chevrolet,34340.0,22190.0,Venture,2004
2004 Dodge Caravan,Dodge,32660.0,21795.0,Caravan,2004
2004 Dodge Dakota,Dodge,25480.0,17845.0,Dakota,2004
2004 Dodge Durango,Dodge,35175.0,26860.0,Durango,2004
2004 Dodge Intrepid,Dodge,25355.0,22035.0,Intrepid,2004
2004 Dodge Neon,Dodge,20995.0,14035.0,Neon,2004
2004 Dodge Ram 1500,Dodge,31065.0,20705.0,Ram 1500,2004
2004 Dodge Ram 2500,Dodge,32755.0,25190.0,Ram 2500,2004
2004 Dodge Ram 3500,Dodge,38900.0,27075.0,Ram 3500,2004
2004 Dodge Ram SRT-10,Dodge,23905.0,23905.0,Ram SRT-10,2004
2004 Dodge Sprinter Wagon,Dodge,35302.0,29481.0,Sprinter Wagon,2004
2004 Dodge Stratus,Dodge,23320.0,18950.0,Stratus,2004
2004 Dodge Viper,Dodge,81890.0,81890.0,Viper,2004
2004 Ford Crown Victoria,Ford,34690.0,24810.0,Crown Victoria,2004
2004 Ford Econoline Wagon,Ford,32875.0,25525.0,Econoline Wagon,2004
2004 Ford Escape,Ford,26830.0,19300.0,Escape,2004
2004 Ford Excursion,Ford,51065.0,35650.0,Excursion,2004
2004 Ford Expedition,Ford,42790.0,31965.0,Expedition,2004
2004 Ford Explorer,Ford,38200.0,27245.0,Explorer,2004
2004 Ford Explorer Sport Trac,Ford,31625.0,24355.0,Explorer Sport Trac,2004
2004 Ford F-150,Ford,36785.0,22250.0,F-150,2004
2004 Ford F-150 Heritage,Ford,33830.0,20405.0,F-150 Heritage,2004
2004 Ford Focus,Ford,19875.0,13510.0,Focus,2004
2004 Ford Freestar Wagon,Ford,33775.0,24600.0,Freestar Wagon,2004
2004 Ford Mustang,Ford,39865.0,18775.0,Mustang,2004
2004 Ford Ranger,Ford,26635.0,15195.0,Ranger,2004
2004 Ford Super Duty F-250,Ford,37395.0,23185.0,Super Duty F-250,2004
2004 Ford Super Duty F-350 DRW,Ford,39260.0,24660.0,Super Duty F-350 DRW,2004
2004 Ford Super Duty F-350 SRW,Ford,38010.0,23640.0,Super Duty F-350 SRW,2004
2004 Ford Taurus,Ford,24550.0,20605.0,Taurus,2004
2004 Ford Thunderbird,Ford,43995.0,38040.0,Thunderbird,2004
2004 Ford Police Interceptor,Ford,32945.0,25300.0,Police Interceptor,2004
2004 GMC Canyon,GMC,28635.0,15680.0,Canyon,2004
2004 GMC Envoy,GMC,37005.0,29905.0,Envoy,2004
2004 GMC Envoy XL,GMC,38805.0,32005.0,Envoy XL,2004
2004 GMC Envoy XUV,GMC,38860.0,32010.0,Envoy XUV,2004
2004 GMC Safari Passenger,GMC,26935.0,24935.0,Safari Passenger,2004
2004 GMC Savana Passenger,GMC,31079.0,26175.0,Savana Passenger,2004
2004 GMC Sierra 1500,GMC,37785.0,20395.0,Sierra 1500,2004
2004 GMC Sierra 1500 Crew Cab,GMC,39160.0,31790.0,Sierra 1500 Crew Cab,2004
2004 GMC Sierra 2500,GMC,38330.0,24335.0,Sierra 2500,2004
2004 GMC Sierra 2500 Crew Cab,GMC,40360.0,32885.0,Sierra 2500 Crew Cab,2004
2004 GMC Sierra 2500HD,GMC,41600.0,24950.0,Sierra 2500HD,2004
2004 GMC Sierra 3500,GMC,42215.0,29700.0,Sierra 3500,2004
2004 GMC Sierra Denali,GMC,42755.0,42755.0,Sierra Denali,2004
2004 GMC Sonoma,GMC,25630.0,25630.0,Sonoma,2004
2004 GMC Yukon,GMC,39010.0,36310.0,Yukon,2004
2004 GMC Yukon Denali,GMC,50710.0,50710.0,Yukon Denali,2004
2004 GMC Yukon XL,GMC,43560.0,39360.0,Yukon XL,2004
2004 GMC Yukon XL Denali,GMC,52360.0,52360.0,Yukon XL Denali,2004
2004 Honda Accord Cpe,Honda,29015.0,19915.0,Accord Cpe,2004
2004 Honda Accord Sdn,Honda,28915.0,16415.0,Accord Sdn,2004
2004 Honda Civic,Honda,21315.0,13525.0,Civic,2004
2004 Honda CR-V,Honda,23065.0,19515.0,CR-V,2004
2004 Honda Element,Honda,21865.0,17615.0,Element,2004
2004 Honda Insight,Honda,21895.0,19695.0,Insight,2004
2004 Honda Odyssey,Honda,31005.0,25005.0,Odyssey,2004
2004 Honda Pilot,Honda,33385.0,27615.0,Pilot,2004
2004 Honda S2000,Honda,33315.0,33315.0,S2000,2004
2004 Hummer H2,Hummer,50245.0,50245.0,H2,2004
2004 Hyundai Accent,Hyundai,12744.0,10544.0,Accent,2004
2004 Hyundai Elantra,Hyundai,16194.0,13844.0,Elantra,2004
2004 Hyundai Santa Fe,Hyundai,26094.0,18594.0,Santa Fe,2004
2004 Hyundai Sonata,Hyundai,20394.0,16594.0,Sonata,2004
2004 Hyundai Tiburon,Hyundai,21092.0,17594.0,Tiburon,2004
2004 Hyundai XG350,Hyundai,26194.0,24594.0,XG350,2004
2004 INFINITI FX35,INFINITI,36640.0,35140.0,FX35,2004
2004 INFINITI FX45,INFINITI,45265.0,45265.0,FX45,2004
2004 INFINITI G35 Coupe,INFINITI,33290.0,30090.0,G35 Coupe,2004
2004 INFINITI G35 Sedan,INFINITI,32690.0,28740.0,G35 Sedan,2004
2004 INFINITI I35,INFINITI,31190.0,31190.0,I35,2004
2004 INFINITI M45,INFINITI,43840.0,43840.0,M45,2004
2004 INFINITI Q45,INFINITI,62190.0,52990.0,Q45,2004
2004 INFINITI QX56,INFINITI,51080.0,48080.0,QX56,2004
2004 Jaguar S-TYPE,Jaguar,63120.0,44395.0,S-TYPE,2004
2004 Jaguar XJ,Jaguar,75995.0,60495.0,XJ,2004
2004 Jaguar XK8,Jaguar,85995.0,69995.0,XK8,2004
2004 Jaguar X-TYPE,Jaguar,34395.0,29995.0,X-TYPE,2004
2004 Jeep Grand Cherokee,Jeep,40425.0,28410.0,Grand Cherokee,2004
2004 Jeep Liberty,Jeep,25450.0,18990.0,Liberty,2004
2004 Jeep Wrangler,Jeep,26060.0,17245.0,Wrangler,2004
2004 Kia Amanti,Kia,25535.0,25535.0,Amanti,2004
2004 Kia Optima,Kia,20455.0,16460.0,Optima,2004
2004 Kia Rio,Kia,12780.0,10280.0,Rio,2004
2004 Kia Sedona,Kia,22725.0,20615.0,Sedona,2004
2004 Kia Sorento,Kia,25490.0,19635.0,Sorento,2004
2004 Kia Spectra,Kia,15605.0,12360.0,Spectra,2004
2004 Land Rover Discovery,Land,41350.0,34995.0,Discovery,2004
2004 Land Rover Freelander,Land,28995.0,25995.0,Freelander,2004
2004 Land Rover Range Rover,Land,84700.0,84700.0,Range Rover,2004
2004 Lexus ES 330,Lexus,32350.0,32350.0,ES 330,2004
2004 Lexus GS 300,Lexus,39500.0,39500.0,GS 300,2004
2004 Lexus GS 430,Lexus,48600.0,48600.0,GS 430,2004
2004 Lexus GX 470,Lexus,46000.0,46000.0,GX 470,2004
2004 Lexus IS 300,Lexus,31350.0,29980.0,IS 300,2004
2004 Lexus LS 430,Lexus,56000.0,56000.0,LS 430,2004
2004 Lexus LX 470,Lexus,65100.0,65100.0,LX 470,2004
2004 Lexus RX 330,Lexus,37300.0,35900.0,RX 330,2004
2004 Lexus SC 430,Lexus,63500.0,63500.0,SC 430,2004
2004 Lincoln Aviator,Lincoln,46445.0,41030.0,Aviator,2004
2004 Lincoln LS,Lincoln,44005.0,33005.0,LS,2004
2004 Lincoln Navigator,Lincoln,56935.0,49760.0,Navigator,2004
2004 Lincoln Town Car,Lincoln,50915.0,42470.0,Town Car,2004
2004 Lotus Esprit,Lotus,94250.0,94250.0,Esprit,2004
2004 Mazda B-Series 2WD Truck,Mazda,22420.0,15745.0,B-Series 2WD Truck,2004
2004 Mazda B-Series 4WD Truck,Mazda,24585.0,21345.0,B-Series 4WD Truck,2004
2004 Mazda Mazda3,Mazda,17625.0,14200.0,Mazda3,2004
2004 Mazda Mazda6,Mazda,23715.0,19515.0,Mazda6,2004
2004 Mazda MPV,Mazda,28980.0,24010.0,MPV,2004
2004 Mazda MX-5 Miata,Mazda,26250.0,22618.0,MX-5 Miata,2004
2004 Mazda RX-8,Mazda,27200.0,25700.0,RX-8,2004
2004 Mazda Tribute,Mazda,25712.0,19387.0,Tribute,2004
2004 Mercedes-Benz C-Class,Mercedes-Benz,52120.0,26570.0,C-Class,2004
2004 Mercedes-Benz CL-Class,Mercedes-Benz,127470.0,94120.0,CL-Class,2004
2004 Mercedes-Benz CLK-Class,Mercedes-Benz,80670.0,45720.0,CLK-Class,2004
2004 Mercedes-Benz E-Class,Mercedes-Benz,79270.0,48795.0,E-Class,2004
2004 Mercedes-Benz G-Class,Mercedes-Benz,94170.0,77620.0,G-Class,2004
2004 Mercedes-Benz M-Class,Mercedes-Benz,47120.0,38670.0,M-Class,2004
2004 Mercedes-Benz S-Class,Mercedes-Benz,123620.0,74970.0,S-Class,2004
2004 Mercedes-Benz SL-Class,Mercedes-Benz,126970.0,89520.0,SL-Class,2004
2004 Mercedes-Benz SLK-Class,Mercedes-Benz,56170.0,40320.0,SLK-Class,2004
2004 Mitsubishi Diamante,Mitsubishi,28214.0,25594.0,Diamante,2004
2004 Mitsubishi Eclipse,Mitsubishi,30994.0,18994.0,Eclipse,2004
2004 Mitsubishi Endeavor,Mitsubishi,33792.0,25594.0,Endeavor,2004
2004 Mitsubishi Galant,Mitsubishi,26292.0,18592.0,Galant,2004
2004 Mitsubishi Lancer,Mitsubishi,30594.0,14172.0,Lancer,2004
2004 Mitsubishi Montero,Mitsubishi,35624.0,35624.0,Montero,2004
2004 Mitsubishi Montero Sport,Mitsubishi,28794.0,24594.0,Montero Sport,2004
2004 Mitsubishi Outlander,Mitsubishi,22944.0,19044.0,Outlander,2004
2004 Nissan 350Z,Nissan,37950.0,27030.0,350Z,2004
2004 Nissan Altima,Nissan,23810.0,17410.0,Altima,2004
2004 Nissan Frontier 2WD,Nissan,25630.0,14050.0,Frontier 2WD,2004
2004 Nissan Frontier 4WD,Nissan,28230.0,19900.0,Frontier 4WD,2004
2004 Nissan Maxima,Nissan,29910.0,27660.0,Maxima,2004
2004 Nissan Murano,Nissan,31410.0,28860.0,Murano,2004
2004 Nissan Pathfinder,Nissan,34710.0,27560.0,Pathfinder,2004
2004 Nissan Pathfinder Armada,Nissan,41250.0,33950.0,Pathfinder Armada,2004
2004 Nissan Quest,Nissan,32800.0,24900.0,Quest,2004
2004 Nissan Sentra,Nissan,18060.0,12960.0,Sentra,2004
2004 Nissan Titan,Nissan,34950.0,23050.0,Titan,2004
2004 Nissan Xterra,Nissan,28980.0,18980.0,Xterra,2004
2004 Oldsmobile Alero,Oldsmobile,23960.0,19110.0,Alero,2004
2004 Oldsmobile Bravada,Oldsmobile,36555.0,34605.0,Bravada,2004
2004 Oldsmobile Silhouette,Oldsmobile,37510.0,29180.0,Silhouette,2004
2004 Panoz Esperante,Panoz,126943.0,90450.0,Esperante,2004
2004 Pontiac Aztek,Pontiac,24875.0,21960.0,Aztek,2004
2004 Pontiac Bonneville,Pontiac,35995.0,27910.0,Bonneville,2004
2004 Pontiac Grand Am,Pontiac,24155.0,17695.0,Grand Am,2004
2004 Pontiac Grand Prix,Pontiac,27095.0,23075.0,Grand Prix,2004
2004 Pontiac GTO,Pontiac,32495.0,32495.0,GTO,2004
2004 Pontiac Montana,Pontiac,31750.0,24050.0,Montana,2004
2004 Pontiac Sunfire,Pontiac,15495.0,11460.0,Sunfire,2004
2004 Pontiac Vibe,Pontiac,20465.0,17165.0,Vibe,2004
2004 Porsche 911,Porsche,192465.0,69365.0,911,2004
2004 Porsche Boxster,Porsche,60665.0,43365.0,Boxster,2004
2004 Porsche Cayenne,Porsche,89665.0,43665.0,Cayenne,2004
2004 Scion xA,Scion,13765.0,12965.0,xA,2004
2004 Scion xB,Scion,14965.0,14165.0,xB,2004
2004 Subaru Baja,Subaru,26845.0,22545.0,Baja,2004
2004 Subaru Forester,Subaru,28195.0,21570.0,Forester,2004
2004 Subaru Impreza Sedan,Subaru,31670.0,20070.0,Impreza Sedan,2004
2004 Subaru Impreza Wagon,Subaru,25670.0,18570.0,Impreza Wagon,2004
2004 Subaru Legacy Sedan,Subaru,31670.0,20570.0,Legacy Sedan,2004
2004 Subaru Legacy Wagon,Subaru,33170.0,21270.0,Legacy Wagon,2004
2004 Toyota 4Runner,Toyota,37610.0,27810.0,4Runner,2004
2004 Toyota Avalon,Toyota,31120.0,26660.0,Avalon,2004
2004 Toyota Camry,Toyota,25920.0,18560.0,Camry,2004
2004 Toyota Camry Solara,Toyota,29965.0,19735.0,Camry Solara,2004
2004 Toyota Celica,Toyota,25325.0,18085.0,Celica,2004
2004 Toyota Corolla,Toyota,16095.0,14085.0,Corolla,2004
2004 Toyota Echo,Toyota,12200.0,10870.0,Echo,2004
2004 Toyota Highlander,Toyota,31920.0,24620.0,Highlander,2004
2004 Toyota Land Cruiser,Toyota,55265.0,55265.0,Land Cruiser,2004
2004 Toyota Matrix,Toyota,19265.0,15185.0,Matrix,2004
2004 Toyota MR2 Spyder,Toyota,26410.0,25410.0,MR2 Spyder,2004
2004 Toyota Prius,Toyota,20810.0,20810.0,Prius,2004
2004 Toyota RAV4,Toyota,21440.0,18990.0,RAV4,2004
2004 Toyota Sequoia,Toyota,44760.0,32165.0,Sequoia,2004
2004 Toyota Sienna,Toyota,37690.0,23495.0,Sienna,2004
2004 Toyota Tacoma,Toyota,23240.0,13000.0,Tacoma,2004
2004 Toyota Tundra,Toyota,33140.0,16495.0,Tundra,2004
2004 Volkswagen Golf,Volkswagen,20970.0,16155.0,Golf,2004
2004 Volkswagen GTI,Volkswagen,22645.0,19825.0,GTI,2004
2004 Volkswagen Jetta Sedan,Volkswagen,24375.0,18005.0,Jetta Sedan,2004
2004 Volkswagen Jetta Wagon,Volkswagen,23590.0,19005.0,Jetta Wagon,2004
2004 Volkswagen New Beetle Convertible,Volkswagen,26570.0,21475.0,New Beetle Convertible,2004
2004 Volkswagen New Beetle Coupe,Volkswagen,24425.0,16905.0,New Beetle Coupe,2004
2004 Volkswagen Passat Sedan,Volkswagen,40735.0,22355.0,Passat Sedan,2004
2004 Volkswagen Passat Wagon,Volkswagen,41735.0,23355.0,Passat Wagon,2004
2004 Volkswagen Phaeton,Volkswagen,95215.0,65215.0,Phaeton,2004
2004 Volkswagen R32,Volkswagen,29675.0,29675.0,R32,2004
2004 Volkswagen Touareg,Volkswagen,58415.0,36515.0,Touareg,2004
2004 Volvo C70,Volvo,42565.0,40565.0,C70,2004
2004 Volvo S40,Volvo,29530.0,23675.0,S40,2004
2004 Volvo S60,Volvo,37935.0,27645.0,S60,2004
