full_name,make,msrp_high,msrp_low,vehicle_model,year 
2014 FIAT 500e,FIAT,32650.0,32650.0,500e,2014
2014 FIAT 500L,FIAT,25245.0,20045.0,500L,2014
2014 Ford C-Max Energi,Ford,32460.0,32460.0,C-Max Energi,2014
2014 Ford C-Max Hybrid,Ford,27995.0,24995.0,C-Max Hybrid,2014
2014 Ford Econoline Wagon,Ford,38315.0,31225.0,Econoline Wagon,2014
2014 Ford Edge,Ford,40445.0,28995.0,Edge,2014
2014 Ford Escape,Ford,31745.0,23995.0,Escape,2014
2014 Ford Expedition,Ford,57400.0,39730.0,Expedition,2014
2014 Ford Expedition EL,Ford,60050.0,43255.0,Expedition EL,2014
2014 Ford Explorer,Ford,42570.0,30910.0,Explorer,2014
2014 Ford F-150,Ford,55605.0,26220.0,F-150,2014
2014 GMC Acadia,GMC,49750.0,35410.0,Acadia,2014
2014 Ford Fiesta,Ford,22225.0,14925.0,Fiesta,2014
2014 Ford Flex,Ford,43270.0,29910.0,Flex,2014
2014 GMC Savana Passenger,GMC,49965.0,31965.0,Savana Passenger,2014
2014 GMC Sierra 1500,GMC,52860.0,27170.0,Sierra 1500,2014
2014 Ford Focus,Ford,24940.0,17635.0,Focus,2014
2014 Ford Focus Electric,Ford,29995.0,29995.0,Focus Electric,2014
2014 GMC Sierra 2500HD,GMC,53340.0,32405.0,Sierra 2500HD,2014
2014 GMC Sierra 3500HD,GMC,53595.0,34680.0,Sierra 3500HD,2014
2014 GMC Terrain,GMC,37830.0,27390.0,Terrain,2014
2014 Ford Fusion,Ford,33425.0,22795.0,Fusion,2014
2014 Ford Fusion Energi,Ford,37325.0,35525.0,Fusion Energi,2014
2014 GMC Yukon,GMC,62310.0,45450.0,Yukon,2014
2014 GMC Yukon XL,GMC,65065.0,48920.0,Yukon XL,2014
2014 Ford Mustang,Ford,60935.0,23335.0,Mustang,2014
2014 Ford Super Duty F-250 SRW,Ford,54795.0,31230.0,Super Duty F-250 SRW,2014
2014 Ford Super Duty F-350 DRW,Ford,56895.0,33330.0,Super Duty F-350 DRW,2014
2014 Ford Super Duty F-350 SRW,Ford,55695.0,32125.0,Super Duty F-350 SRW,2014
2014 Ford Super Duty F-450 DRW,Ford,68725.0,51755.0,Super Duty F-450 DRW,2014
2014 Ford Taurus,Ford,40805.0,27605.0,Taurus,2014
2014 Ford Transit Connect Wagon,Ford,29995.0,25520.0,Transit Connect Wagon,2014
2014 Ford Sedan Police Interceptor,Ford,29510.0,28360.0,Sedan Police Interceptor,2014
2014 Ford Utility Police Interceptor,Ford,31080.0,31080.0,Utility Police Interceptor,2014
2014 Honda Accord Coupe,Honda,33220.0,24445.0,Accord Coupe,2014
2014 Honda Accord Hybrid,Honda,35725.0,29975.0,Accord Hybrid,2014
2014 Honda Accord Plug-in Hybrid,Honda,40600.0,40600.0,Accord Plug-in Hybrid,2014
2014 Honda Accord Sedan,Honda,34300.0,22775.0,Accord Sedan,2014
2014 Honda Civic Coupe,Honda,25310.0,19010.0,Civic Coupe,2014
2014 Honda Civic Hybrid,Honda,28155.0,25455.0,Civic Hybrid,2014
2014 Honda Civic Sedan,Honda,25310.0,19210.0,Civic Sedan,2014
2014 Honda Crosstour,Honda,38120.0,28260.0,Crosstour,2014
2014 Honda CR-V,Honda,31500.0,24000.0,CR-V,2014
2014 Honda CR-Z,Honda,24810.0,20815.0,CR-Z,2014
2014 Honda Insight,Honda,24705.0,19515.0,Insight,2014
2014 Honda Odyssey,Honda,45330.0,29705.0,Odyssey,2014
2014 Honda Pilot,Honda,42300.0,30550.0,Pilot,2014
2014 Honda Ridgeline,Honda,38335.0,30405.0,Ridgeline,2014
2014 Hyundai Accent,Hyundai,18205.0,15455.0,Accent,2014
2014 Hyundai Azera,Hyundai,35645.0,31895.0,Azera,2014
2014 Hyundai Elantra,Hyundai,23510.0,18010.0,Elantra,2014
2014 Hyundai Elantra Coupe,Hyundai,20410.0,20410.0,Elantra Coupe,2014
2014 Hyundai Elantra GT,Hyundai,20560.0,19560.0,Elantra GT,2014
2014 Hyundai Equus,Hyundai,69420.0,62170.0,Equus,2014
2014 Hyundai Genesis,Hyundai,48320.0,36120.0,Genesis,2014
2014 Hyundai Genesis Coupe,Hyundai,35495.0,27245.0,Genesis Coupe,2014
2014 Hyundai Santa Fe,Hyundai,36625.0,30775.0,Santa Fe,2014
2014 Hyundai Santa Fe Sport,Hyundai,33275.0,25825.0,Santa Fe Sport,2014
2014 Hyundai Sonata,Hyundai,29460.0,22260.0,Sonata,2014
2014 Hyundai Sonata Hybrid,Hyundai,31560.0,26810.0,Sonata Hybrid,2014
2014 Hyundai Tucson,Hyundai,29775.0,22325.0,Tucson,2014
2014 Hyundai Veloster,Hyundai,24110.0,18610.0,Veloster,2014
2014 INFINITI Q50,INFINITI,49505.0,38055.0,Q50,2014
2014 INFINITI Q60 Convertible,INFINITI,63005.0,49455.0,Q60 Convertible,2014
2014 INFINITI Q60 Coupe,INFINITI,54555.0,41855.0,Q60 Coupe,2014
2014 INFINITI Q70,INFINITI,65505.0,50505.0,Q70,2014
2014 INFINITI Q70h,INFINITI,56555.0,56555.0,Q70h,2014
2014 INFINITI QX50,INFINITI,39595.0,35845.0,QX50,2014
2014 INFINITI QX60,INFINITI,47495.0,43095.0,QX60,2014
2014 INFINITI QX70,INFINITI,63395.0,46845.0,QX70,2014
2014 INFINITI QX80,INFINITI,66795.0,63695.0,QX80,2014
2014 Jaguar F-TYPE,Jaguar,92925.0,69925.0,F-TYPE,2014
2014 Jaguar XF,Jaguar,99925.0,47900.0,XF,2014
2014 Jaguar XJ,Jaguar,119925.0,75125.0,XJ,2014
2014 Jaguar XK,Jaguar,138925.0,79925.0,XK,2014
2014 Jeep Cherokee,Jeep,31090.0,23990.0,Cherokee,2014
2014 Jeep Compass,Jeep,28990.0,19790.0,Compass,2014
2014 Jeep Grand Cherokee,Jeep,65375.0,30490.0,Grand Cherokee,2014
2014 Jeep Patriot,Jeep,27390.0,17390.0,Patriot,2014
2014 Jeep Wrangler,Jeep,32190.0,23390.0,Wrangler,2014
2014 Jeep Wrangler Unlimited,Jeep,35990.0,27190.0,Wrangler Unlimited,2014
2014 Kia Cadenza,Kia,43200.0,35900.0,Cadenza,2014
2014 Kia Forte,Kia,20300.0,16700.0,Forte,2014
2014 Kia Forte 5-Door,Kia,22700.0,20500.0,Forte 5-Door,2014
2014 Kia Forte Koup,Kia,22400.0,19400.0,Forte Koup,2014
2014 Kia Optima,Kia,36100.0,22300.0,Optima,2014
2014 Kia Optima Hybrid,Kia,32795.0,26795.0,Optima Hybrid,2014
2014 Kia Rio,Kia,18890.0,14700.0,Rio,2014
2014 Kia Sedona,Kia,31795.0,26795.0,Sedona,2014
2014 Kia Sorento,Kia,40995.0,24995.0,Sorento,2014
2014 Kia Soul,Kia,21295.0,15695.0,Soul,2014
2014 Kia Sportage,Kia,29295.0,22495.0,Sportage,2014
2014 Land Rover LR2,Land,37525.0,37525.0,LR2,2014
2014 Land Rover LR4,Land,50625.0,50625.0,LR4,2014
2014 Land Rover Range Rover,Land,185030.0,84225.0,Range Rover,2014
2014 Land Rover Range Rover Evoque,Land,58225.0,42025.0,Range Rover Evoque,2014
2014 Land Rover Range Rover Sport,Land,93325.0,63525.0,Range Rover Sport,2014
2014 Lincoln MKS,Lincoln,46735.0,39745.0,MKS,2014
2014 Lincoln MKT,Lincoln,48730.0,43945.0,MKT,2014
2014 Lincoln MKX,Lincoln,41420.0,39470.0,MKX,2014
2014 Lincoln MKZ,Lincoln,37975.0,36085.0,MKZ,2014
2014 Lincoln Navigator,Lincoln,60060.0,57160.0,Navigator,2014
2014 Lincoln Navigator L,Lincoln,62225.0,59325.0,Navigator L,2014
2014 Lexus CT 200h,Lexus,32975.0,32975.0,CT 200h,2014
2014 Lexus ES 300h,Lexus,40425.0,40425.0,ES 300h,2014
2014 Lexus ES 350,Lexus,37545.0,37545.0,ES 350,2014
2014 Lexus GS 350,Lexus,50875.0,48625.0,GS 350,2014
2014 Lexus GS 450h,Lexus,61355.0,61355.0,GS 450h,2014
2014 Lexus GX 460,Lexus,61640.0,50010.0,GX 460,2014
2014 Lexus IS 250,Lexus,39560.0,37025.0,IS 250,2014
2014 Lexus IS 250C,Lexus,43785.0,43785.0,IS 250C,2014
2014 Lexus IS 350,Lexus,42775.0,40540.0,IS 350,2014
2014 Lexus IS 350C,Lexus,48065.0,48065.0,IS 350C,2014
2014 Lexus IS F,Lexus,64525.0,64525.0,IS F,2014
2014 Lexus LS 460,Lexus,82850.0,73065.0,LS 460,2014
2014 Lexus LS 600h L,Lexus,120985.0,120985.0,LS 600h L,2014
2014 Lexus LX 570,Lexus,83555.0,83555.0,LX 570,2014
2014 Lexus RX 350,Lexus,48375.0,40685.0,RX 350,2014
2014 Lexus RX 450h,Lexus,48735.0,47335.0,RX 450h,2014
2014 Lotus Evora,Lotus,81465.0,69965.0,Evora,2014
2014 Mazda CX-5,Mazda,29900.0,22225.0,CX-5,2014
2014 Mazda CX-9,Mazda,37455.0,30815.0,CX-9,2014
2014 Mazda Mazda2,Mazda,17845.0,15515.0,Mazda2,2014
2014 Mazda Mazda3,Mazda,27290.0,17740.0,Mazda3,2014
2014 Mazda Mazda5,Mazda,25465.0,20935.0,Mazda5,2014
2014 Mazda Mazda6,Mazda,30490.0,21785.0,Mazda6,2014
2014 Mazda MX-5 Miata,Mazda,31345.0,24515.0,MX-5 Miata,2014
2014 Mercedes-Benz B-Class,Mercedes-Benz,42375.0,42375.0,B-Class,2014
2014 Mercedes-Benz C-Class,Mercedes-Benz,63675.0,36725.0,C-Class,2014
2014 Mercedes-Benz CLA-Class,Mercedes-Benz,48375.0,30825.0,CLA-Class,2014
2014 Mercedes-Benz CL-Class,Mercedes-Benz,216425.0,117525.0,CL-Class,2014
2014 Mercedes-Benz CLS-Class,Mercedes-Benz,107425.0,73025.0,CLS-Class,2014
2014 Mercedes-Benz E-Class,Mercedes-Benz,103295.0,52325.0,E-Class,2014
2014 Mercedes-Benz G-Class,Mercedes-Benz,136625.0,115125.0,G-Class,2014
2014 Mercedes-Benz GL-Class,Mercedes-Benz,119085.0,63925.0,GL-Class,2014
2014 Mercedes-Benz GLK-Class,Mercedes-Benz,40405.0,38405.0,GLK-Class,2014
2014 Mercedes-Benz M-Class,Mercedes-Benz,98175.0,48715.0,M-Class,2014
2014 Mercedes-Benz S-Class,Mercedes-Benz,140425.0,93825.0,S-Class,2014
2014 Mercedes-Benz SL-Class,Mercedes-Benz,215425.0,107625.0,SL-Class,2014
2014 Mercedes-Benz SLK-Class,Mercedes-Benz,69850.0,44450.0,SLK-Class,2014
2014 Mercedes-Benz SLS AMG Black Series,Mercedes-Benz,275925.0,275925.0,SLS AMG Black Series,2014
2014 Mercedes-Benz SLS AMG GT,Mercedes-Benz,208925.0,202425.0,SLS AMG GT,2014
2014 Mercedes-Benz Sprinter Passenger Vans,Mercedes-Benz,46495.0,41010.0,Sprinter Passenger Vans,2014
2014 Mitsubishi i-MiEV,Mitsubishi,23845.0,23845.0,i-MiEV,2014
2014 Mitsubishi Lancer,Mitsubishi,29205.0,18005.0,Lancer,2014
2014 Mitsubishi Lancer Evolution,Mitsubishi,39005.0,35805.0,Lancer Evolution,2014
2014 Mitsubishi Lancer Sportback,Mitsubishi,22755.0,19405.0,Lancer Sportback,2014
2014 Mitsubishi Mirage,Mitsubishi,16005.0,13805.0,Mirage,2014
2014 Mitsubishi Outlander,Mitsubishi,28645.0,23845.0,Outlander,2014
2014 Mitsubishi Outlander Sport,Mitsubishi,24845.0,20320.0,Outlander Sport,2014
2014 Nissan 370Z,Nissan,46295.0,30815.0,370Z,2014
2014 Nissan Altima,Nissan,31645.0,22995.0,Altima,2014
2014 Nissan Armada,Nissan,53855.0,38585.0,Armada,2014
2014 Nissan cube,Nissan,19825.0,17725.0,cube,2014
2014 Nissan Frontier,Nissan,35295.0,18875.0,Frontier,2014
2014 Nissan GT-R,Nissan,117305.0,101185.0,GT-R,2014
2014 Nissan JUKE,Nissan,28945.0,19995.0,JUKE,2014
2014 Nissan LEAF,Nissan,35870.0,29830.0,LEAF,2014
2014 Nissan Maxima,Nissan,35205.0,32115.0,Maxima,2014
2014 Nissan Murano,Nissan,40455.0,29415.0,Murano,2014
2014 Nissan Murano CrossCabriolet,Nissan,42880.0,42880.0,Murano CrossCabriolet,2014
2014 Nissan NVP,Nissan,39565.0,33565.0,NVP,2014
2014 Nissan Pathfinder,Nissan,45435.0,30095.0,Pathfinder,2014
2014 Nissan Quest,Nissan,43755.0,27105.0,Quest,2014
2014 Nissan Rogue,Nissan,30515.0,23675.0,Rogue,2014
2014 Nissan Rogue Select,Nissan,22385.0,21035.0,Rogue Select,2014
2014 Nissan Sentra,Nissan,20465.0,16815.0,Sentra,2014
2014 Nissan Titan,Nissan,44375.0,30455.0,Titan,2014
2014 Nissan Versa,Nissan,17715.0,12815.0,Versa,2014
2014 Nissan Versa Note,Nissan,16815.0,14815.0,Versa Note,2014
